seq,exp,valence,arousal,dominance,liking,familiarity,participantID
38,14,7.4,3.8,6.3,8.9,1,28-9VXK
1,39,3.1,3.2,8.7,1,3,29-9VXR
2,4,5,5,6.8,5,1,29-9VXR
3,8,7.1,7.1,2.9,9,1,29-9VXR
4,18,5,3.2,9,5.2,1,29-9VXR
5,19,5,4.9,8.8,4.9,1,29-9VXR
6,36,3.1,3.9,8.8,1,1,29-9VXR
7,12,7.1,7,4.7,9,1,29-9VXR
8,26,7.1,5,6.9,9,1,29-9VXR
9,20,9,9,1,9,5,29-9VXR
10,38,5,5,9,5,1,29-9VXR
11,23,5,5,8.9,5,1,29-9VXR
12,29,7.1,7,2.8,9,1,29-9VXR
13,11,5,5,8.9,5,1,29-9VXR
14,28,7.2,7,2.9,9,1,29-9VXR
15,33,3.1,5.2,9,1,1,29-9VXR
16,14,5,5,9,5,1,29-9VXR
17,31,3.2,5,9,5,1,29-9VXR
18,3,5,5,8.9,5,1,29-9VXR
19,15,7,7,3.1,9,1,29-9VXR
20,10,7,6.9,2.7,9,1,29-9VXR
21,2,7,6.9,2.8,9,1,29-9VXR
22,9,7.1,7.1,2.7,9,1,29-9VXR
23,30,7,7.2,2.9,9,1,29-9VXR
24,37,1,9,2.8,1,2,29-9VXR
25,40,5.1,5,9,1,1,29-9VXR
26,32,5.1,5,9,1,1,29-9VXR
27,7,5,5.7,9,1,1,29-9VXR
28,34,5,5,8.7,1,1,29-9VXR
29,17,5,5,9,5,1,29-9VXR
30,25,7.1,7.2,2.9,9,1,29-9VXR
31,22,5,5.1,9,5,1,29-9VXR
32,6,7.1,7,3.7,9,1,29-9VXR
33,13,6.9,7,2.6,9,1,29-9VXR
34,27,5,5,9,5,1,29-9VXR
35,24,7.7,7.6,2.7,9,1,29-9VXR
36,21,5,5,9,1,1,29-9VXR
37,5,6.7,7.3,3.1,9,1,29-9VXR
38,1,7.1,7,3.2,9,1,29-9VXR
1,32,4.4,5.7,9,4.5,1,30-9VYD
2,3,7,4.5,7.8,6.9,1,30-9VYD
3,6,7,6.1,7.5,6.7,1,30-9VYD
4,37,8.8,6.6,7.7,7.5,1,30-9VYD
5,30,6.7,4.5,7.8,3.3,1,30-9VYD
6,22,5.2,2.3,8.2,3.4,1,30-9VYD
7,14,5,2.4,6.7,6,2,30-9VYD
8,12,8.2,4.5,6.1,7.1,1,30-9VYD
9,19,7.6,6.1,7.4,6.3,1,30-9VYD
10,36,6.1,5.2,6.8,5.4,1,30-9VYD
11,33,5.1,2.4,7.4,1.8,1,30-9VYD
12,38,5.3,4.9,7.7,4.1,1,30-9VYD
13,2,8.7,6.7,5.1,7.5,3,30-9VYD
14,4,5.1,7,4.5,7.2,2,30-9VYD
15,40,5.2,3.2,7.6,3.4,1,30-9VYD
16,1,5,2.7,7.2,4.2,1,30-9VYD
17,24,6.3,5.2,4.8,8,5,30-9VYD
18,13,5,2.6,7.5,6.4,4,30-9VYD
19,15,6.1,3.7,7.4,5.3,1,30-9VYD
20,8,7.4,3.4,6.2,6.9,1,30-9VYD
21,28,5.6,6.8,7.9,7.9,5,30-9VYD
22,39,5,4.4,8.2,1.8,1,30-9VYD
23,10,5,3.5,7.8,1.5,1,30-9VYD
24,7,9,6.9,4.1,7.8,1,30-9VYD
25,23,5,3.3,8.5,3.1,1,30-9VYD
26,31,5,2.3,8,2.3,1,30-9VYD
27,5,5,6.4,4.1,6.3,2,30-9VYD
28,34,5.3,6.6,4.4,6.4,1,30-9VYD
29,26,5.1,1.6,8.6,3.6,1,30-9VYD
30,20,5.8,2.6,5.7,6.9,5,30-9VYD
31,9,6.9,4.7,6.3,6.5,1,30-9VYD
32,21,5,1.6,9,4,1,30-9VYD
33,27,6.4,4.3,7.1,4,1,30-9VYD
34,29,4.9,5.9,6.3,7.5,5,30-9VYD
35,18,7,2.8,8.1,6.2,1,30-9VYD
36,17,6,3.5,7.9,5.3,1,30-9VYD
37,25,5,1.9,8.9,6,1,30-9VYD
38,11,5.1,3.7,8.3,6.6,1,30-9VYD
1,11,7.2,4,6.7,7.4,2,31-9VZJ
2,17,4,4,7.6,2.8,1,31-9VZJ
3,30,2,4.4,7.6,7,5,31-9VZJ
4,25,6.1,4,7.7,6.5,1,31-9VZJ
5,38,1,6,4,1,1,31-9VZJ
6,13,7.9,4.5,6.9,7.3,1,31-9VZJ
7,32,3.9,6.3,7.7,2.1,1,31-9VZJ
8,7,6,6,6.9,5,1,31-9VZJ
9,36,2.9,7.4,4.7,2.9,2,31-9VZJ
10,31,2.3,6.2,4.5,1,1,31-9VZJ
11,6,5.9,4.3,7.5,6.2,1,31-9VZJ
12,20,8.1,6,7.8,8,1,31-9VZJ
13,1,6.5,6.9,6.7,6.6,1,31-9VZJ
14,10,3,6.9,7.7,3.4,1,31-9VZJ
15,3,7.1,6.2,7.2,7.6,2,31-9VZJ
16,37,3,6.5,4.5,1,1,31-9VZJ
17,26,3,3.6,6.6,6.5,1,31-9VZJ
18,28,3.3,3.2,6.7,6.6,1,31-9VZJ
19,24,3.6,6.4,6.9,6.4,1,31-9VZJ
20,12,7,6.2,8.1,7.4,1,31-9VZJ
21,29,3.9,3.2,7.1,3,1,31-9VZJ
22,40,3.9,7.9,3.8,2.5,1,31-9VZJ
23,39,2.9,8.5,1.5,1.2,1,31-9VZJ
24,8,7,6.8,7.4,6.5,1,31-9VZJ
25,23,3.1,3,7.6,4.1,1,31-9VZJ
26,33,3.8,6.7,4.4,2.5,1,31-9VZJ
27,18,6.9,2.9,7.6,8.3,1,31-9VZJ
28,2,4.2,6.1,7.6,2.5,5,31-9VZJ
29,9,6,5.9,6.8,3.4,1,31-9VZJ
30,34,4,8.1,2,2.6,1,31-9VZJ
31,21,2.8,2.2,6.3,3.2,1,31-9VZJ
32,27,6,4.1,7,7.5,1,31-9VZJ
33,14,7.8,4.7,7.7,9,1,31-9VZJ
34,15,6.6,3.2,7.1,6.9,1,31-9VZJ
35,22,4.2,4.1,4.1,3.6,1,31-9VZJ
36,4,6.1,6.1,3.9,6.2,1,31-9VZJ
37,19,7.1,5.8,7.7,9,1,31-9VZJ
38,5,3.9,6.1,4.7,4,2,31-9VZJ
1,33,5,1,9,1,1,32-9VZN
2,17,5,1,9,5,1,32-9VZN
3,26,5,1,9,5,1,32-9VZN
4,34,5,1,9,1,1,32-9VZN
5,11,5,1,9,5,1,32-9VZN
6,2,5,1,9,5,1,32-9VZN
7,36,5,1,9,5,1,32-9VZN
8,14,6.9,1,9,9,5,32-9VZN
9,23,5,1,9,5,1,32-9VZN
10,27,5,1,9,5,1,32-9VZN
11,6,5,1,9,5,1,32-9VZN
12,20,7.1,1,9,9,5,32-9VZN
13,12,5,5,9,5,1,32-9VZN
14,40,5,1,9,5,1,32-9VZN
15,10,5,2.3,7.6,5,1,32-9VZN
16,25,5,3.1,7.1,5,1,32-9VZN
17,3,5,2,7,5,1,32-9VZN
18,29,5,5,5,5,1,32-9VZN
19,28,5,5,7,5,1,32-9VZN
20,7,5,5,7.6,5,1,32-9VZN
21,39,4,3.5,9,1,1,32-9VZN
22,13,5,5,6.7,5,1,32-9VZN
23,9,5,5,7.9,5,1,32-9VZN
24,22,5,1,9,5,1,32-9VZN
25,37,1,5,6.8,1,1,32-9VZN
26,31,3.6,5,6.9,1,1,32-9VZN
27,21,5,1,9,5,1,32-9VZN
28,15,5,1,9,5,1,32-9VZN
29,1,5,1,9,5,1,32-9VZN
30,19,5,1,9,6.1,1,32-9VZN
31,4,5,1,9,1,1,32-9VZN
32,38,1,1,9,1,1,32-9VZN
33,24,5,1,9,9,5,32-9VZN
34,32,3.7,1,9,1,1,32-9VZN
35,8,5,5,9,5,1,32-9VZN
36,30,4,2.8,9,1,1,32-9VZN
37,18,6.2,1,9,9,3,32-9VZN
38,5,5,5,6.9,5,1,32-9VZN
1,8,8.3,5.3,4.1,8.8,4,33-9VZR
2,34,2.4,9,2.2,1,1,33-9VZR
3,29,1.6,4.9,2.3,6.6,5,33-9VZR
4,9,9,6.5,1.5,9,5,33-9VZR
5,36,1.4,7.3,3.3,1.8,1,33-9VZR
6,1,7.9,5.3,4,7.8,4,33-9VZR
7,14,7.9,3.1,6.3,8.1,4,33-9VZR
8,6,5.2,6.5,4.2,5.9,1,33-9VZR
9,39,1.5,8.8,1.7,1,1,33-9VZR
10,27,3.7,3.1,7.4,3.9,1,33-9VZR
11,31,1,5.6,4,1.4,1,33-9VZR
12,2,6.3,4,6.9,5.5,2,33-9VZR
13,4,8.2,6.1,4.1,8,4,33-9VZR
14,12,9,1.6,5.6,9,1,33-9VZR
15,13,9,4,5.4,9,2,33-9VZR
16,30,1.1,4.3,1.4,3.5,2,33-9VZR
17,23,1.3,5.4,1.2,1.7,1,33-9VZR
18,19,7.4,2.7,6.7,7.4,4,33-9VZR
19,25,4.6,2.9,7.8,3.8,1,33-9VZR
20,21,1.3,4.1,2.3,6.7,1,33-9VZR
21,33,3.1,8.3,3.8,1.4,1,33-9VZR
22,18,9,4.3,3.5,8.6,4,33-9VZR
23,10,2.6,6.2,3.1,2.2,1,33-9VZR
24,24,1.1,4.1,4.6,3.2,4,33-9VZR
25,15,5.1,2.4,7.3,4.3,1,33-9VZR
26,3,5.9,4.9,4,7.1,4,33-9VZR
27,37,1,9,1,1,1,33-9VZR
28,20,7.4,4.2,6.5,5,1,33-9VZR
29,26,4.8,2.2,7.4,4.9,1,33-9VZR
30,28,1.3,4.2,3.4,2.9,1,33-9VZR
31,7,2.8,5.3,5.7,2.7,2,33-9VZR
32,17,5.1,4.5,7.8,4.5,1,33-9VZR
33,38,1.2,7.1,2.9,1.2,1,33-9VZR
34,40,3.8,6.2,7.5,3.5,1,33-9VZR
35,32,2.6,6.5,4,1.5,1,33-9VZR
36,22,6.3,3.7,6,6.4,1,33-9VZR
37,11,8.6,3.2,3.1,8.9,1,33-9VZR
38,5,6.5,6.9,3.8,7.4,4,33-9VZR
1,39,2.1,8,2.8,1,2,34-9W1R
2,13,7.9,2.3,7.5,6.9,2,34-9W1R
3,12,8,2.1,7.7,7.6,2,34-9W1R
4,20,9,1,9,9,5,34-9W1R
5,36,4,6.7,3.7,3.3,2,34-9W1R
6,33,3.5,6.6,4.3,3.5,2,34-9W1R
7,4,9,7.6,9,9,5,34-9W1R
8,27,6.2,1,9,5.8,4,34-9W1R
9,2,6,6,7.7,4.1,2,34-9W1R
10,21,3.7,4,7.6,3.4,2,34-9W1R
11,7,7.9,7,7.7,9,5,34-9W1R
12,26,4,2.4,7.7,8.9,5,34-9W1R
13,30,1.9,6,2.7,7.1,5,34-9W1R
14,23,2.6,2.9,6.7,7.4,5,34-9W1R
15,18,7.3,1,9,9,5,34-9W1R
16,19,9,7.3,7.4,8.9,5,34-9W1R
17,8,7.9,6.8,7.2,9,5,34-9W1R
18,6,7.9,7.1,6.6,7.8,5,34-9W1R
19,14,9,2.4,9,8.9,5,34-9W1R
20,1,7.3,7,7.2,9,5,34-9W1R
21,34,4.1,6,3.8,3.4,2,34-9W1R
22,31,1,5.5,2.7,1,2,34-9W1R
23,32,2.2,5.4,3.8,1,5,34-9W1R
24,37,1.5,7.5,1.8,1,2,34-9W1R
1,27,6,2.1,1.8,9,3,36-9W4C
2,31,1,3.2,4.1,1,1,36-9W4C
3,19,8,5.1,4.3,8.1,2,36-9W4C
4,1,7.9,5.6,6.2,6.1,1,36-9W4C
5,29,3.1,4.1,2.3,6.7,4,36-9W4C
6,22,2.6,2.3,5,3.5,1,36-9W4C
7,9,7,7.3,3.7,7.8,2,36-9W4C
8,39,1,7.2,1.7,1,1,36-9W4C
9,24,1,6.3,1,9,5,36-9W4C
10,6,9,7.9,3.7,9,1,36-9W4C
11,7,6.9,6.9,4.2,5,1,36-9W4C
12,5,5,5,9,2.9,1,36-9W4C
13,4,6,6,5.7,4,1,36-9W4C
14,23,2.5,4.4,3,3.8,2,36-9W4C
15,36,3,7.2,3.8,4.7,1,36-9W4C
16,30,3.6,3.7,2.3,6.4,2,36-9W4C
17,25,3.7,1.4,2.3,6.9,1,36-9W4C
18,34,4,8.3,3.6,3.3,1,36-9W4C
19,3,7.8,8.3,3.3,8.1,3,36-9W4C
20,14,9,1,2.8,9,3,36-9W4C
21,13,6.9,1.5,4,7,1,36-9W4C
22,8,5.7,5.7,7.2,4.9,1,36-9W4C
23,12,5,4,4.7,5,1,36-9W4C
24,21,2.7,2.6,3.3,3.5,1,36-9W4C
25,15,6,3,4.4,6.6,1,36-9W4C
26,2,5,6.1,6.1,3.5,1,36-9W4C
27,20,9,7.1,1.7,9,5,36-9W4C
28,38,3.1,7.4,9,1,1,36-9W4C
29,17,5,4,5,1,1,36-9W4C
30,10,5,5.9,6.5,3.1,1,36-9W4C
31,28,4,2.1,3.8,3.2,1,36-9W4C
32,18,9,1,1,9,5,36-9W4C
33,32,3.4,5.5,6.9,2.8,1,36-9W4C
34,37,1,6.6,2.7,1,1,36-9W4C
35,40,3.3,5.9,6.6,2.2,1,36-9W4C
36,26,3.5,3.4,5,5,1,36-9W4C
37,33,5,5.5,6.9,3.6,1,36-9W4C
38,11,9,7.1,1.7,9,1,36-9W4C
1,31,1.7,6.4,6.7,1.7,1,37-9W4X
2,34,3.3,6,6.8,2.7,1,37-9W4X
3,7,7.8,6.7,6.4,8.1,1,37-9W4X
4,29,3.9,6,6.4,3.7,1,37-9W4X
5,14,5.7,5,6.6,6.6,1,37-9W4X
6,28,4.1,3.5,7.5,6.3,1,37-9W4X
7,5,5.8,6.6,6.7,3.8,1,37-9W4X
8,17,5.8,6.1,7.7,5.8,1,37-9W4X
9,6,7.2,7,6.9,7.4,1,37-9W4X
10,38,1.5,6.1,4.1,1.3,1,37-9W4X
11,4,7.1,7.1,6.7,6.7,1,37-9W4X
12,32,3.3,5.6,6.3,2.4,1,37-9W4X
13,8,7.3,6.1,6.5,7.5,1,37-9W4X
14,25,5.3,3,6.5,6,1,37-9W4X
15,13,7.4,4.1,6.8,6.6,1,37-9W4X
16,39,2.9,7.6,4.2,3.2,1,37-9W4X
17,27,6.4,6,6.1,5.9,3,37-9W4X
18,33,4,6.7,6.3,4.2,1,37-9W4X
19,26,6.3,2.3,5.7,5.9,1,37-9W4X
20,23,3.3,6.3,3.8,3.6,3,37-9W4X
21,21,3.5,4.1,6,3.7,1,37-9W4X
22,2,6.3,7.1,6.4,6.3,4,37-9W4X
23,1,7,7.1,6.5,7.1,1,37-9W4X
24,20,8.2,7.9,3.4,8.3,5,37-9W4X
25,37,1.8,6.5,4,1.3,1,37-9W4X
26,18,6.3,4.6,6.5,6.4,1,37-9W4X
27,40,3.5,6.4,6.4,3.5,1,37-9W4X
28,10,4.3,6.4,4,4.1,1,37-9W4X
29,12,7.3,6.6,6.6,7.4,2,37-9W4X
30,36,4,6.2,3.9,6,4,37-9W4X
31,9,6.4,6.1,6.1,5.7,1,37-9W4X
32,11,7.1,6.3,6.2,7.3,2,37-9W4X
33,15,6.2,3,5.7,6.4,2,37-9W4X
34,19,6.9,6.5,6.6,7,1,37-9W4X
35,24,3.5,5.7,6.7,6.7,1,37-9W4X
36,30,2.8,5.5,3.1,6.3,5,37-9W4X
37,22,4.3,4.3,4.4,5,1,37-9W4X
38,3,7.6,5.9,5.7,7.3,3,37-9W4X
1,33,1.5,8.3,2.8,1.6,1,38-9W6A
2,23,4.4,4.3,8,3.8,1,38-9W6A
3,9,6.8,6,5.8,8.1,5,38-9W6A
4,39,2.1,6.8,4.1,1.6,1,38-9W6A
5,5,6.8,7.5,7.9,7.5,4,38-9W6A
6,11,7.4,5.4,8.3,6.6,3,38-9W6A
7,1,6.7,3.9,8.2,6.3,5,38-9W6A
8,31,2.8,4.5,6.5,2.2,1,38-9W6A
9,37,2.3,5.7,3.8,1.8,1,38-9W6A
10,24,3,3.3,7.7,5.9,4,38-9W6A
11,8,7.1,5.8,7.8,7,5,38-9W6A
12,4,7.4,5.8,7.6,7.1,5,38-9W6A
13,28,3.5,2.8,8.4,2.9,1,38-9W6A
14,12,5.8,2.9,7.5,5.8,1,38-9W6A
15,13,6.4,3.2,7.9,6.1,1,38-9W6A
16,30,3.1,3.5,7,4.1,1,38-9W6A
17,25,3.7,2.2,7.5,3.4,1,38-9W6A
18,40,2.7,6.9,3.9,3.1,1,38-9W6A
19,10,5.8,4.5,6.7,5.7,1,38-9W6A
20,21,3,3.2,3.6,3.5,1,38-9W6A
21,22,3.6,2.4,6.8,3.1,1,38-9W6A
22,14,8.3,5.9,8.4,8,5,38-9W6A
23,34,3.2,7,2.7,3,1,38-9W6A
24,32,2.3,6.2,3.3,1.5,1,38-9W6A
25,18,6.8,3.4,7.3,7.4,5,38-9W6A
26,6,7.3,6.6,7.1,7.4,1,38-9W6A
27,2,2.8,6.2,3,3.3,1,38-9W6A
28,38,2.5,7.5,2,1.3,1,38-9W6A
29,29,2.5,2.4,1.7,6.7,1,38-9W6A
30,27,6.4,2.1,6.9,6.3,2,38-9W6A
31,3,7,7.2,3,7.8,5,38-9W6A
32,15,5,1.8,7.5,4,1,38-9W6A
33,36,2.5,7.1,1.7,2.7,1,38-9W6A
34,17,5,2.1,7.4,2.4,1,38-9W6A
35,19,7.3,6,7.1,7.5,5,38-9W6A
36,26,4.2,1.5,6.8,3.5,1,38-9W6A
37,20,7.7,6.1,3.4,8,5,38-9W6A
38,7,3.2,6.3,3.2,2.4,4,38-9W6A
1,9,5.5,5.1,5.7,6.9,1,39-9W6G
2,24,8.7,4.9,6.5,9,5,39-9W6G
3,36,2.9,7.1,8.9,1,1,39-9W6G
4,12,7,4.9,4.5,7,3,39-9W6G
5,6,5,4.9,4.6,1,5,39-9W6G
6,25,7.1,3.1,4.5,6.9,5,39-9W6G
7,19,8.9,7.1,6.8,9,5,39-9W6G
8,21,1.3,1.1,2.5,1,1,39-9W6G
9,2,1,7.1,6.8,1,1,39-9W6G
10,8,5.2,3.1,2.6,5.1,3,39-9W6G
11,4,3,6.1,6.6,1,1,39-9W6G
12,29,4.9,1.2,2.4,6.8,5,39-9W6G
13,37,1,7,8.9,1,1,39-9W6G
14,17,5,1.3,1.3,4.8,1,39-9W6G
15,18,8.6,3.1,2.7,9,5,39-9W6G
16,33,1,9,9,1,1,39-9W6G
17,27,5.9,1.3,2.8,6.9,5,39-9W6G
18,7,5.2,3.8,4.6,5.1,5,39-9W6G
19,31,1,6,6.9,1,5,39-9W6G
20,26,5,1.3,2.4,4.1,1,39-9W6G
21,23,4.7,3.1,5.8,5.2,5,39-9W6G
22,39,1,9,9,1,1,39-9W6G
23,14,7,4.2,2.8,9,5,39-9W6G
24,13,6.9,1.3,2.8,5,3,39-9W6G
25,34,2.7,7,6.7,1.4,2,39-9W6G
26,32,1,9,9,1,5,39-9W6G
27,15,4.8,1,1,2.4,1,39-9W6G
28,10,3.9,5,4.6,2.4,1,39-9W6G
29,28,4.9,1,1.2,2.4,1,39-9W6G
30,40,1,8.8,6.8,1,1,39-9W6G
31,38,1.2,7.1,6.8,1,1,39-9W6G
32,1,3,5.1,5,1.6,5,39-9W6G
33,20,7,4.2,6.5,9,5,39-9W6G
34,11,7.1,5.1,5.7,7.5,5,39-9W6G
35,22,5,1,1,1.4,3,39-9W6G
36,5,4,4.6,5.7,1,5,39-9W6G
37,30,5,4.5,5,6.4,5,39-9W6G
38,3,4.8,2.7,2.6,2.7,5,39-9W6G
1,6,5,3.1,1.4,2.5,1,40-9W74
2,36,6.4,5.5,3.4,6.1,1,40-9W74
3,24,3.1,2.9,7.6,8.9,5,40-9W74
4,5,5.1,6,6.5,7.4,1,40-9W74
5,21,5.1,2,1.2,5.1,1,40-9W74
6,18,9,6.5,6.6,8.4,5,40-9W74
7,11,9,7.9,6.1,9,1,40-9W74
8,8,5.6,6.5,6.7,7.2,1,40-9W74
9,3,9,4.4,6.2,6.9,1,40-9W74
10,25,3.1,2,3.7,5,1,40-9W74
11,29,1.5,8,6.9,9,5,40-9W74
12,40,5,3.2,2.6,5,1,40-9W74
13,4,7.9,6.2,3.7,6.3,1,40-9W74
14,37,1,7.7,7.6,1,1,40-9W74
15,27,7,6,3.7,8.1,3,40-9W74
16,14,5,1,3.7,5,1,40-9W74
17,12,8.2,1.3,4,9,1,40-9W74
18,31,1.4,1.4,2,1,1,40-9W74
19,38,1,3.3,5.6,2.5,1,40-9W74
20,2,7,3.6,3.6,6.1,1,40-9W74
21,33,2.4,5,3.6,1.6,1,40-9W74
22,13,5,1,2.2,5,1,40-9W74
23,32,2.7,3.7,1.9,2.3,1,40-9W74
24,23,1,5.4,3.5,5,1,40-9W74
25,39,1,6.3,8.4,1,1,40-9W74
26,34,8.2,8.3,5.5,8.7,1,40-9W74
27,30,5.3,6.4,8.1,7.9,4,40-9W74
28,9,8,2.2,6.6,8.4,3,40-9W74
29,15,8.4,1,6.7,9,1,40-9W74
30,19,9,4,7,9,3,40-9W74
31,7,9,8.2,6.8,9,4,40-9W74
32,26,5,1.3,4,6.2,1,40-9W74
33,10,7.3,2.1,5.6,8.5,1,40-9W74
34,22,7.2,1.5,5.8,6.9,1,40-9W74
35,20,7.3,2,8,9,5,40-9W74
36,28,3.2,2.1,7.2,8,1,40-9W74
37,17,5,1,1,3.3,1,40-9W74
38,1,9,6.6,3.7,9,1,40-9W74
1,5,7.9,6.6,9,7,5,41-9W7K
2,28,3.5,2.6,9,1.9,1,41-9W7K
3,26,3.8,2.5,9,1.3,1,41-9W7K
4,18,9,6.4,6.5,9,5,41-9W7K
5,3,9,6.4,6.7,9,5,41-9W7K
6,10,5,5.4,8.5,3.7,1,41-9W7K
7,15,6.1,3.4,7,3.7,2,41-9W7K
8,29,4,3.6,8.4,5,3,41-9W7K
9,1,7,6.4,7.3,6.1,4,41-9W7K
10,17,7.9,1.4,5.1,7.7,5,41-9W7K
11,30,1.5,5.6,3.8,1.7,1,41-9W7K
12,34,5.9,7.2,4.3,4.5,5,41-9W7K
13,39,2.6,4.4,8.6,1,2,41-9W7K
14,12,6.9,2.5,8.1,6.2,1,41-9W7K
15,38,3.5,4.6,5.9,1,1,41-9W7K
16,24,4,3.6,3.2,4.1,2,41-9W7K
17,23,2.7,3.2,9,2,1,41-9W7K
18,8,6.1,5,7.7,5.8,4,41-9W7K
19,9,6.3,5.6,7.4,6.9,4,41-9W7K
20,11,7.7,3.6,6.8,7.3,1,41-9W7K
21,2,5,2.9,9,3.4,1,41-9W7K
22,21,3.8,4,8.2,3,1,41-9W7K
23,37,1.8,5.5,7.3,1,1,41-9W7K
24,4,8,7.2,7.9,7.9,4,41-9W7K
25,20,7.9,4,7.5,7.4,3,41-9W7K
26,13,6.7,2.9,8.1,5.8,4,41-9W7K
27,31,3,3.1,8.2,1,1,41-9W7K
28,27,5,3.2,9,3.7,1,41-9W7K
29,32,3.1,5,7.1,1,1,41-9W7K
30,33,2.7,4.5,8.7,1,1,41-9W7K
31,22,4.1,4,9,2,1,41-9W7K
32,40,2.9,3.7,9,1,1,41-9W7K
33,7,6.8,6.9,7.8,7.3,5,41-9W7K
34,25,4.9,2.7,9,4.1,1,41-9W7K
35,6,5.9,4.7,9,3.4,1,41-9W7K
36,36,2.8,4.1,9,1,1,41-9W7K
37,14,6.9,3.6,7,6.6,5,41-9W7K
38,19,8.2,6.5,7.3,8.2,5,41-9W7K
1,13,6.9,3,6.8,8.1,4,42-9W7R
2,19,8.4,3.7,5.8,8.4,5,42-9W7R
3,34,3.7,5.6,4,4.2,2,42-9W7R
4,33,3.7,6.5,3.8,3,2,42-9W7R
5,9,8,3.8,6.8,7.7,5,42-9W7R
6,39,1.4,6.4,3,1,1,42-9W7R
7,38,1,6,3.7,1,1,42-9W7R
8,10,3.5,3.6,6.5,3.5,1,42-9W7R
9,6,2.1,2.9,5.7,1,5,42-9W7R
10,29,4.2,2,7.4,5.4,4,42-9W7R
11,3,6.7,3,7.3,5.9,4,42-9W7R
12,17,5,2.3,6.9,5,3,42-9W7R
13,28,5.6,1.9,4.2,7.4,5,42-9W7R
14,24,6.1,3,4.6,7.2,5,42-9W7R
15,36,1.8,6.5,4.1,1,1,42-9W7R
16,22,7.1,2.8,7.3,7.7,4,42-9W7R
17,4,7.8,4.1,7.2,7.8,5,42-9W7R
18,37,1,5.5,2.8,1,1,42-9W7R
19,23,3,3.1,3.6,3.6,2,42-9W7R
20,32,3.1,5.5,3.6,1,1,42-9W7R
21,26,7,2.3,6.9,7.7,4,42-9W7R
22,14,8.3,2.3,6.8,9,5,42-9W7R
23,12,8.4,1.4,5.5,9,5,42-9W7R
24,8,8.4,3.7,5.2,8.2,5,42-9W7R
25,1,8.7,3.1,5.2,9,5,42-9W7R
26,25,5,1.5,7.5,6.7,3,42-9W7R
27,27,5.7,2,7,6.6,3,42-9W7R
28,15,6.8,1.7,6.6,7.7,3,42-9W7R
29,21,5,1.3,6.1,6.2,3,42-9W7R
30,40,2.1,4,6.7,1,1,42-9W7R
31,2,2.6,5.8,6.2,1,1,42-9W7R
32,5,6.4,3.2,6.4,7,4,42-9W7R
33,11,8,2.5,6.7,9,5,42-9W7R
34,18,7.8,1.2,6.8,8.3,5,42-9W7R
35,31,1.3,5.6,6,1,1,42-9W7R
36,30,1.2,1.1,1.6,1,5,42-9W7R
37,20,6.6,1.4,7.9,7.4,4,42-9W7R
38,7,1,1.1,8.5,1,5,42-9W7R
1,39,4,7.5,4.8,2,1,43-9W91
2,8,5.9,3.5,9,5.1,5,43-9W91
3,31,5,5.9,9,4.4,1,43-9W91
4,11,6.4,3,9,6.8,2,43-9W91
5,32,3.9,4.2,7.1,4.3,1,43-9W91
6,27,5,2.4,8.9,5.6,2,43-9W91
7,10,6.2,6.6,9,7.3,3,43-9W91
8,37,3.9,5.5,6.7,2,1,43-9W91
9,22,5,2.1,9,6.1,1,43-9W91
10,38,4,5.5,8.5,3.6,1,43-9W91
11,23,3.9,3.2,9,6.1,1,43-9W91
12,29,4.4,3.1,9,5,1,43-9W91
13,28,5.5,2.1,9,7.8,2,43-9W91
14,26,7,1.3,9,7.4,1,43-9W91
15,36,3.6,6.7,8.5,3.8,1,43-9W91
16,30,5.2,1.5,9,9,4,43-9W91
17,13,7.3,3.4,9,7.7,1,43-9W91
18,9,7.3,6.8,9,9,5,43-9W91
19,17,6.7,2.3,9,8,2,43-9W91
20,40,3.8,5.7,9,3.6,1,43-9W91
21,19,7.6,5.8,9,9,5,43-9W91
22,21,3.9,6.5,7.6,5.8,2,43-9W91
23,4,6.7,5.9,9,6,1,43-9W91
24,24,6.4,6.4,9,7.4,5,43-9W91
25,7,6.4,6.2,9,8,5,43-9W91
26,15,6.5,2.7,9,6.6,1,43-9W91
27,34,4.4,6.9,9,5.5,3,43-9W91
28,5,6.4,6.2,9,9,5,43-9W91
29,14,8,3.6,9,9,5,43-9W91
30,25,6.1,3.8,9,9,3,43-9W91
31,18,6.6,3.2,9,7.7,5,43-9W91
32,12,6.8,1.8,8.9,8.3,2,43-9W91
33,33,4.4,5.9,8.5,3.6,1,43-9W91
34,2,6.9,6.7,9,9,5,43-9W91
35,20,6.7,5.9,9,9,5,43-9W91
36,3,7.6,6,9,9,5,43-9W91
37,6,7.6,5.6,9,9,5,43-9W91
38,1,6.5,5.4,9,9,5,43-9W91
1,8,7.2,6,3.9,7.1,5,44-9WAY
2,28,4,2.6,7.7,3.8,1,44-9WAY
3,15,5.9,2.8,7.5,5.8,1,44-9WAY
4,30,2.4,4.1,5.6,6.8,3,44-9WAY
5,10,7.6,7.6,3.4,9,5,44-9WAY
6,39,1.5,7.9,2.3,3,1,44-9WAY
7,32,3.2,6,5.7,6.5,2,44-9WAY
8,26,7,1.8,6,6.7,1,44-9WAY
9,1,8.1,5.4,6.6,8,5,44-9WAY
10,37,1,7.5,1.9,1,1,44-9WAY
11,29,9,3.3,5,3.5,1,44-9WAY
