participantID,participantCode,seq,exp,prewalkStart,walkB,walkE,walkFinish,preCandidateN,preSelectedN,walkCandidateN,walkSelectedN,preLowAnimFrac,walkContinuousFrac,preDynamicMedian,preRawMedian,walkDynamicMedian,walkRawMedian
12-9UN3,9UN3,13,5,1670.79200005531,1675.79200005531,1694.85300016403,1700.47773720468,500,500,2468,2281,1,0.924230145867099,22.7650149218477,976.535567400279,201.336688002022,991.252201063935
12-9UN3,9UN3,14,30,1794.93000006676,1799.93000006676,1818.99800014496,1827.48530502858,500,500,2756,2498,1,0.906386066763425,20.2140597185228,976.795665479966,204.428825890854,988.906385733513
12-9UN3,9UN3,15,3,1918.46300005913,1923.46300005913,1942.50900006294,1948.59321951536,500,500,2513,2347,1,0.933943493832073,22.5829971445294,975.010747286033,211.190898501659,984.787763225033
12-9UN3,9UN3,16,32,2031.4390001297,2036.4390001297,2055.50100016594,2064.60555077693,500,500,2817,2637,1,0.936102236421725,20.3865149781905,980.355752599439,189.908464146387,988.612767441491
12-9UN3,9UN3,17,33,2148.75200009346,2153.75200009346,2172.7990000248,2179.38315380238,500,500,2563,2111,1,0.823644166991806,21.4027032222525,977.53840821748,212.093824954954,990.959277830274
12-9UN3,9UN3,18,40,2263.65499997139,2268.65499997139,2287.69800019264,2295.70805316689,500,500,2705,2315,1,0.855822550831793,20.8476130315391,977.389913848534,192.604759335546,989.860043684035
12-9UN3,9UN3,19,26,2390.51999998093,2395.51999998093,2414.56200003624,2424.12271399466,500,500,2861,2569,1,0.897937783991611,21.1633292969081,976.126703639956,182.521329525816,983.017356825699
12-9UN3,9UN3,20,21,2892.47200012207,2897.47200012207,2916.51400017738,2924.91915742722,500,500,2744,2287,1,0.833454810495627,21.6959317609661,981.243756180595,202.151016535107,990.812783738583
12-9UN3,9UN3,21,27,3000.90200018883,3005.90200018883,3024.95000004768,3033.66573364017,500,500,2776,2398,1,0.863832853025937,22.0124114477819,972.327226378804,191.137955714822,987.951807228916
12-9UN3,9UN3,22,22,3112.16200017929,3117.16200017929,3136.21700000763,3144.68672358815,500,500,2752,2360,1,0.857558139534884,22.7775142449609,972.588448464686,200.957606602299,987.327154585165
12-9UN3,9UN3,23,1,3227.39800000191,3232.39800000191,3251.44200015068,3262.06862688173,500,500,2967,2495,1,0.840916750926862,23.0692986687725,974.117061720345,193.447313795591,988.686180189332
12-9UN3,9UN3,24,12,3341.42700004578,3346.42700004578,3365.49100017548,3375.16800413443,500,500,2874,2579,1,0.897355601948504,23.4365101053184,973.595366305394,194.586010983884,988.025269087755
12-9UN3,9UN3,25,25,3456.67300009727,3461.67300009727,3480.72200012207,3490.97680248717,500,500,2930,2476,1,0.845051194539249,24.1895192749044,971.132170187308,195.070153479283,989.163229563369
12-9UN3,9UN3,26,10,3583.34100008011,3588.34100008011,3607.38700008392,3614.8761908993,500,500,2653,2328,1,0.877497173011685,22.353709506761,981.243753392761,204.912639540938,985.598133934137
12-9UN3,9UN3,27,2,3696.55000019073,3701.55000019073,3720.61400008202,3728.66652474084,500,500,2712,2378,1,0.876843657817109,22.1849986621161,974.712943141247,202.622984527018,988.612767441491
12-9UN3,9UN3,28,23,3814.60500001907,3819.60500001907,3838.65900015831,3849.35146675355,500,500,2975,2522,1,0.847731092436975,20.7641648330767,975.82924006345,187.258006712952,986.407841647101
12-9UN3,9UN3,29,39,3930.23699998856,3935.23699998856,3954.27900004387,3962.18275860883,500,500,2695,2489,1,0.923562152133581,21.6631101994701,975.82924006345,189.567942509399,986.849223119288
12-9UN3,9UN3,30,38,4046.06200003624,4051.06200003624,4070.1130001545,4079.84174326597,500,500,2878,2484,1,0.863099374565671,21.3654437112589,979.68922169909,192.348638508002,989.78671800197
12-9UN3,9UN3,31,9,4160.31700015068,4165.31700015068,4184.35700011253,4193.90583331967,500,500,2859,2648,1,0.926197971318643,21.4306198294664,978.280609580622,176.900276167639,983.681632624106
12-9UN3,9UN3,32,11,4276.38100004196,4281.38100004196,4300.42200016975,4310.59442118994,500,500,2921,2454,1,0.840123245463882,20.936167119549,978.280609580622,182.231985099221,987.951807228916
12-9UN3,9UN3,33,17,4389.29299998283,4394.29299998283,4413.33700013161,4422.43113862909,500,500,2814,2557,1,0.908670931058991,21.7875672734696,972.028600073733,190.261840469017,984.566636521174
12-9UN3,9UN3,34,20,4501.22100019455,4506.22100019455,4525.28299999237,4534.18296457016,500,500,2796,2531,1,0.905221745350501,20.5699795173394,978.577328001028,183.316145035276,981.169786578426
12-9UN3,9UN3,35,28,4620.16600012779,4625.16600012779,4644.21700000763,4654.7898774528,500,500,2962,2456,1,0.829169480081026,19.2874410675622,980.133625995795,190.158141593243,988.025269087755
12-9UN3,9UN3,36,15,4734.13300013542,4739.13300013542,4758.1850001812,4766.84797131462,500,500,2771,2503,1,0.9032840129917,22.1760144280677,1002.68184441268,183.479721121622,985.377191835775
12-9UN3,9UN3,37,31,4858.83800005913,4863.83800005913,4882.90600013733,4891.19466470356,500,500,2736,2575,1,0.941154970760234,21.7431085993327,977.389913848533,177.000164576113,985.082521616317
12-9UN3,9UN3,38,4,4989.20500016212,4994.20500016212,5013.25200009346,5021.75641393121,500,500,2755,2124,1,0.770961887477314,21.1834933032762,977.241382811201,183.943428303677,988.392496481623
13-9UOF,9UOF,1,12,292.831000089645,297.831000089645,316.896000146866,327.428938580376,500,500,2960,2284,1,0.771621621621622,25.6447904604267,968.737635071094,176.935830667482,983.091184641123
