participantID,seq,exp,clipDynamicMedian,clipSelectedFrac,clipCandidateSamples,valence,dominance,arousal,liking,familiarity
18-9UVM,28,33,23.5950686248685,0.97589565791646,6057,4.6,9,1,1,1
18-9UVM,29,11,23.8875905536439,0.929900744416873,6448,7.3,6.3,4.4,7.1,1
18-9UVM,30,32,24.8339746252172,0.947805642633229,6380,6.3,6.7,6,5.7,5
18-9UVM,31,28,23.9732264845337,0.965725806451613,6448,4,7.2,3.5,6.2,1
18-9UVM,32,6,27.9058249804671,0.929805615550756,6482,8.5,3.2,7.3,9,4
18-9UVM,33,8,24.7743050684957,0.985583630444892,6451,7.1,3.6,5.9,9,1
18-9UVM,34,19,24.9756882861152,0.944186765615337,6468,6.9,6.2,3.8,5.7,1
18-9UVM,35,9,25.4643586786548,0.922574626865672,6432,7,3.7,6.6,8.9,4
18-9UVM,36,40,25.3467242650482,0.870746268656716,6700,4.2,8.3,1.9,1.9,1
18-9UVM,37,7,26.9975683990467,0.836577708006279,6370,8.2,1.4,8.1,9,4
18-9UVM,38,3,24.4062290574411,0.994596962616822,6848,6.9,4.1,6.6,7.5,1
19-9UY7,1,22,21.6104914426313,1,6612,6,7.1,2.5,6.9,2
19-9UY7,2,28,20.8462477654539,1,6449,6.3,6.8,2.3,6.2,2
19-9UY7,3,24,19.6673817096538,1,5626,5.9,6.7,3.5,3.1,4
19-9UY7,4,23,20.9470404037186,0.99691975974126,6493,5.3,7,2.7,3.5,3
19-9UY7,5,19,21.7810376368907,0.993043747101561,6469,6.5,6.7,2.9,6.8,4
19-9UY7,6,32,21.0284095061546,0.990588235294118,6375,6,6.8,3.5,5.7,3
19-9UY7,7,33,21.0446455730486,1,6056,6.8,6.7,3.7,6.9,3
19-9UY7,8,27,21.151221871349,1,6366,4,6.3,3.1,3.1,3
19-9UY7,9,29,21.5656645559105,0.963184537505752,6519,5.8,7.3,2.4,5.8,3
19-9UY7,10,8,21.3641118671748,1,6450,6.8,6.9,2.6,6.2,5
19-9UY7,11,26,19.7496996143469,0.99758298420883,6206,7.1,6.2,1.5,7.6,2
19-9UY7,12,39,19.2652928589603,1,6471,6.7,6.7,3.7,6.9,3
19-9UY7,13,9,21.2532466367099,0.986467568828745,6429,7.3,6.2,3.2,8.4,5
19-9UY7,14,21,22.0511681499149,1,6723,5,6.7,3,5.1,2
19-9UY7,15,4,21.4438984458673,1,6508,5.9,6.3,3,6.6,5
19-9UY7,16,14,21.1687083799795,1,6414,6,6.3,2.4,5.7,4
19-9UY7,17,10,22.8087326877131,0.993009165760447,6437,7.4,5.9,4.6,8.4,4
19-9UY7,18,13,21.5867711570533,1,6388,6.6,6.8,2,7,2
19-9UY7,19,34,21.1040709515915,1,6663,3,6.2,3.9,1.9,2
19-9UY7,20,38,22.3154785486637,0.995156980627922,5988,6.4,6.9,3,6.9,2
19-9UY7,21,40,21.93988286347,1,6699,6.6,7,3,7,3
19-9UY7,22,11,22.26056609488,0.870522561637463,6449,7,6.6,2.8,6.6,2
19-9UY7,23,36,21.4412436766283,1,6470,6.9,6.6,3.7,7.7,4
19-9UY7,24,1,19.6861863097543,1,6438,5.6,6.7,2.8,4.9,4
19-9UY7,25,37,21.1471845224768,1,6369,3.6,5.8,4.5,3,3
19-9UY7,26,15,20.1788275517433,0.990717821782178,6464,5.6,6.8,2.9,6.4,2
19-9UY7,27,25,20.6238741087413,1,6532,5,6.9,2.6,4.4,2
19-9UY7,28,17,21.2559248859557,0.992393591195986,6179,6.4,7.2,2.4,6.7,3
19-9UY7,29,6,20.9062370916734,1,6480,6.9,6.5,3.4,6.8,4
19-9UY7,30,31,20.0017361395263,0.981955123175898,6373,5.2,6.8,3,4.4,2
19-9UY7,31,5,20.1194987033173,0.974098057354302,6486,5.2,5.3,4,7.2,4
19-9UY7,32,3,21.2224225195654,1,6845,6.5,6.4,2.6,6.9,4
19-9UY7,33,20,20.5159456804858,1,6379,5,6.8,2.5,3.7,2
19-9UY7,34,12,20.9633394909237,1,6461,6.8,6.9,2.3,7.1,2
19-9UY7,35,18,22.1593258772178,0.990028046120287,6418,7.5,6.7,1.7,8.3,5
19-9UY7,36,2,20.8380540221571,0.986589739591455,6413,7.3,6.7,3.5,8,5
19-9UY7,37,30,20.7092621329887,1,6468,5.4,6.8,2.9,6.7,3
19-9UY7,38,7,21.0527589109737,1,6372,6.6,6.6,2.9,7.5,5
20-9V52,1,25,24.2987018094157,0.955796879779749,6538,4.5,5.3,5.6,4.2,2
20-9V52,2,23,25.1075350128199,0.839618285362475,6497,5,9,5,1,1
20-9V52,3,19,25.3208837308158,0.908500772797527,6470,7.8,6,6,8,5
20-9V52,4,27,24.8534508811434,0.972209138012247,6369,4.9,5.4,5.9,3.7,1
20-9V52,5,36,24.6083112054945,0.965367965367965,6468,3.8,3.1,6.9,1,1
20-9V52,6,15,25.5970242109017,0.919616633173597,6469,8.6,6.6,2.7,7.3,5
20-9V52,7,4,28.8861176723644,0.92997542997543,6512,8.2,6,8.2,8.6,5
20-9V52,8,11,26.68901460543,0.954932631252904,6457,9,7.9,6,9,2
20-9V52,9,9,25.4520605905668,0.916226297792975,6434,8.4,5.2,5.9,9,5
20-9V52,10,20,24.5330154886565,0.979783732957217,6381,8.7,6.7,5.4,9,2
20-9V52,11,30,24.7731561418565,0.94883289534704,6469,2.9,4,3.4,7.1,4
20-9V52,12,13,23.8852073950054,1,6389,8,4.9,5.1,9,2
20-9V52,13,3,25.9536981461932,0.973446162824628,6854,8,3.4,6.9,9,5
20-9V52,14,8,28.0857758594953,0.967911951635405,6451,7.6,3.2,6.8,9,5
20-9V52,15,31,24.2682273269676,0.937215507769581,6371,4,6.7,4.3,1,1
20-9V52,16,12,25.1211348341725,0.992881460848035,6462,7.1,7.9,3.5,7.4,2
20-9V52,17,28,23.4000496658734,0.964352138871668,6452,5,8,2.5,2,1
20-9V52,18,26,23.9874694166653,0.994845360824742,6208,5,7.9,2.1,3.3,1
20-9V52,19,33,25.1347272969766,0.951304060746121,6058,1.8,3.8,7.4,1,1
20-9V52,20,34,30.5562617202389,0.905668866226755,6668,5.7,2.1,8.2,6.1,1
20-9V52,21,39,24.8820648050838,0.969256913332303,6473,1.7,6.9,6,1,1
20-9V52,22,6,25.270249813969,0.956843403205919,6488,6.6,2.9,7.2,6.9,1
20-9V52,23,32,23.8852073950054,0.992472949662851,6377,4.7,6.7,4.3,2.3,1
20-9V52,24,38,24.1836360370637,0.975254974084601,5981,2,6.2,4.8,1,1
20-9V52,25,21,24.5399753193412,0.985127900059488,6724,5,8.4,1.8,3.1,1
20-9V52,26,24,24.9848035011216,0.952355555555556,5625,2.8,3.3,3.7,6.7,5
20-9V52,27,22,24.1553731103405,0.986384266263237,6610,6.4,3.6,3.1,6.6,1
20-9V52,28,29,24.6787643292342,0.993558282208589,6520,3,3.3,6.1,6.8,5
20-9V52,29,5,31.1393927308918,0.876136188568787,6491,7.9,2.5,8,8.6,5
20-9V52,30,18,25.6081412686293,0.97803738317757,6420,9,6.3,3.5,9,5
20-9V52,31,2,25.0871214573319,0.967118591242013,6417,5,4.1,6.6,3.8,1
20-9V52,32,10,23.1247526101724,1,6436,3.7,4.1,7,2,1
20-9V52,33,17,24.7260053051121,0.978489406437005,6183,5,8.4,2.7,5,1
20-9V52,34,37,24.6094677741489,0.991997489408442,6373,3.1,3.4,6.5,1,1
20-9V52,35,7,24.8545960959133,0.994194257021811,6373,9,1.9,8.4,8.7,5
20-9V52,36,40,24.6198747187521,0.998358453962095,6701,2,3.6,6.5,1,1
20-9V52,37,14,26.3498610226487,0.987065606981456,6417,8.3,5.5,3.7,7.8,5
20-9V52,38,1,31.0661837599027,0.828362845604225,6438,7.2,3.7,6.8,7.4,5
21-9V5J,1,36,21.8332453763061,1,6470,4.1,5.8,2.9,2,2
21-9V5J,2,23,23.0680651484033,1,6493,3.8,3.5,3.5,1.9,1
21-9V5J,3,28,21.9839467047384,1,6452,3.3,2.5,2.5,2.7,1
21-9V5J,4,33,21.8123772755986,1,6055,5,5.9,3,5,2
21-9V5J,5,30,22.5337901002459,1,6470,2.2,2,2.8,1,3
21-9V5J,6,29,20.140707689775,1,6519,5,6.6,5,6.9,5
21-9V5J,7,32,22.9852484852282,1,6376,3.2,5,3.3,1,1
21-9V5J,8,19,22.7450018552597,1,6467,9,5,5,9,5
21-9V5J,9,2,19.8589259727051,0.982694106641721,6414,6.7,5,2.9,6.5,1
21-9V5J,10,8,18.6344566906827,1,6449,7.1,5,3.1,8.9,4
21-9V5J,11,37,23.1173664765977,0.962003454231434,6369,1.9,6.2,5.9,1,1
21-9V5J,12,3,23.8088203678107,1,6847,7.4,5.9,6.2,8.9,5
21-9V5J,13,11,22.8598385072413,1,6456,8.3,5,4.2,9,1
21-9V5J,14,1,21.6762449306831,1,6438,7.3,5,2.7,7.6,5
21-9V5J,15,13,18.4718412152858,0.992174049146971,6389,6.4,5,2.2,6.5,1
21-9V5J,16,6,23.6288206560949,1,6482,5,5,5,7,1
21-9V5J,17,10,22.9790562049613,0.864088226157192,6438,5,5,5,5,1
21-9V5J,18,15,22.6006354740974,0.875657284256109,6466,6.3,5,2.6,6.8,1
21-9V5J,19,34,22.7224659311157,0.993549354935494,6666,3.3,5,4.1,2.5,1
21-9V5J,20,18,19.4681064747853,0.99438465138044,6411,7.3,5,5,7.8,5
21-9V5J,21,7,19.8158822273354,0.916025741641814,6371,5.6,5,5,6.4,5
21-9V5J,22,27,18.6084724652622,0.94076983503535,6365,6.3,5,3.9,6.8,2
21-9V5J,23,22,19.0961265717118,0.974731426842185,6609,6.5,5,4.1,6.3,1
21-9V5J,24,20,18.4409982463412,1,6378,6.3,4.2,3.8,5.6,2
21-9V5J,25,17,19.1378147192535,0.983818770226537,6180,6.5,5,5,6.4,3
21-9V5J,26,40,23.1272141304955,0.979402985074627,6700,5,5,3.4,3.6,1
21-9V5J,27,25,25.0530619021542,1,6533,5,5,2.9,5,1
21-9V5J,28,31,16.2731516040441,0.997175141242938,6372,4.2,5.9,3.8,1.9,1
21-9V5J,29,21,24.8912143052294,0.94962852897474,6730,4.5,5,2.7,3.5,1
21-9V5J,30,12,27.4533792727729,0.988550208881324,6463,6.2,5,2.4,6.7,1
21-9V5J,31,39,19.048371257012,1,6472,4,5,5,2.1,1
21-9V5J,32,24,21.0635718335721,0.977967306325515,5628,3.9,5,3.2,5.7,4
21-9V5J,33,5,19.2386812837174,0.959007551240561,6489,6.1,6.1,5,7,4
21-9V5J,34,26,18.991505853374,0.956171446986787,6206,5,5,2.4,3.4,1
21-9V5J,35,14,22.8074848086915,0.985355974450849,6419,6.7,4.3,3.5,6.4,5
21-9V5J,36,38,27.8261551737192,0.980605249958201,5981,3.3,4,5,2.3,1
21-9V5J,37,9,30.6622665374627,0.99331363707044,6431,6.7,5,5,7.4,4
21-9V5J,38,4,23.2058449196217,0.983712354025814,6508,7.1,5,5.5,7.3,5
22-9V5N,1,11,21.652596677764,1,6449,7.5,3.8,6.4,7.4,1
22-9V5N,2,36,19.976105656263,0.990412865316221,6467,3.9,3.9,7,4.8,1
22-9V5N,3,38,21.0689762138621,0.99164159144099,5982,2.7,2.5,6.4,2.2,1
22-9V5N,4,28,22.6044133003539,0.972885032537961,6454,5,8.3,2.2,3.6,1
22-9V5N,5,21,22.0007712832496,0.918798334324807,6724,5,7.7,1,5,1
22-9V5N,6,40,22.6094493733361,0.976421429637368,6701,5.9,6.6,3.9,6.4,1
22-9V5N,7,20,22.3588021930931,0.982128860322935,6379,7.9,3.6,6.4,9,5
22-9V5N,8,19,20.2253210340028,0.937973704563032,6465,7.3,6.4,6,7.1,1
22-9V5N,9,13,21.9826519319732,0.97589229805886,6388,8.3,3.7,3.8,8.3,1
22-9V5N,10,37,22.043422291184,0.905695904597521,6373,1,1.9,7.2,1,1
22-9V5N,11,1,20.9021523352226,0.945307644499689,6436,7.7,2.9,7.6,8.3,5
22-9V5N,12,14,21.53396586476,0.977847113884555,6410,7.9,6.7,3.5,9,5
22-9V5N,13,22,19.8789811580523,0.95202784503632,6608,5.7,6.5,1.8,4.8,1
22-9V5N,14,6,19.4856426799396,0.977630360999691,6482,6,7,6.6,5.7,4
22-9V5N,15,3,19.9147437038742,0.952367036820573,6844,7.3,7.1,6,9,5
22-9V5N,16,2,19.8331109356129,1,6412,6,7,3.6,6.1,3
22-9V5N,17,26,19.8875700464022,0.911214953271028,6206,5.1,6.7,1,6,1
22-9V5N,18,33,19.6239174002769,0.988437396762471,6054,4.9,7.5,3.2,3.2,1
22-9V5N,19,25,21.5894080313265,0.980257116620753,6534,4.2,6.5,1,6,5
22-9V5N,20,39,20.393494558204,0.977142857142857,6475,3.2,6.9,3.4,1.7,1
22-9V5N,21,29,20.4992908713434,0.949969306322897,6516,6.2,6.7,3,9,4
22-9V5N,22,24,20.3627667220888,0.962140063988624,5626,3.6,8.2,3.1,7.5,5
22-9V5N,23,12,19.9818041603458,0.94645620550913,6462,7.1,6.7,2,9,1
22-9V5N,24,27,19.8617922390074,0.939817724701446,6364,6.9,6.8,1,7.1,3
22-9V5N,25,23,20.0443807820792,0.993072660098522,6496,3.4,3.7,6,4,1
22-9V5N,26,32,19.1050674039949,0.988864491844417,6376,2.1,2.9,6,1.2,2
22-9V5N,27,4,20.4408921759665,0.95022276847442,6509,6.6,7.8,6,7.8,4
22-9V5N,28,18,20.0458006574693,0.888229784576959,6406,7.4,6.8,2.1,7.7,5
22-9V5N,29,8,20.9904765113347,0.974438419829589,6455,8.2,3.2,6.6,8.3,5
22-9V5N,30,5,20.769647120917,0.952667283379587,6486,7.7,2.4,6.8,8.1,5
22-9V5N,31,34,20.621113769559,0.950315220654458,6662,3.2,3.2,6.7,2.4,1
22-9V5N,32,15,19.6239178290723,0.954974470060344,6463,6.9,3.7,1,7.5,1
22-9V5N,33,17,20.6638575445065,0.923450396504289,6179,5,7.8,1.7,3.5,1
22-9V5N,34,10,21.0689762138621,0.992074592074592,6435,3.5,4,6.1,2.7,1
22-9V5N,35,31,19.6021498028906,0.973944435724376,6371,2.5,5.7,2.5,1,1
22-9V5N,36,7,19.3713735847957,1,6372,5.1,7.4,3.3,2.5,2
22-9V5N,37,30,19.4373799914011,0.967223252937539,6468,3.1,3.1,7.1,1,4
22-9V5N,38,9,22.6144843248234,0.926116036708664,6429,7.3,6.5,5.8,9,5
23-9VIV,1,38,24.5874831770438,0.905247326203209,5984,1,1,9,1,1
23-9VIV,2,17,23.9827227124699,0.910679611650485,6180,5,9,1,4.9,1
23-9VIV,3,2,22.1490478962024,1,6412,7,8.3,6.1,7.9,4
23-9VIV,4,24,21.0527589109738,1,5624,4.3,6.7,1,6.9,4
23-9VIV,5,14,21.0770801860371,1,6418,8.2,9,1,9,5
23-9VIV,6,6,16.3063495781425,0.992288710672424,6484,4.1,6.9,6.2,2.8,1
23-9VIV,7,12,21.6893717077179,1,6463,9,9,1,9,1
23-9VIV,8,3,25.5903516580983,0.996056667153498,6847,9,9,6.3,9,5
23-9VIV,9,33,20.7997738748454,1,6055,1,2.2,9,1,1
23-9VIV,10,15,23.3159708238538,0.973077518180412,6463,5.7,6.6,3.1,6.4,1
23-9VIV,11,22,23.4620012962625,0.994098062953995,6608,7.8,9,2.1,8.3,1
23-9VIV,12,7,21.9035284344133,1,6372,5,8.1,5,5.1,4
23-9VIV,13,13,24.2682273269677,1,6387,6.9,9,1,7,1
23-9VIV,14,29,24.2118659720099,0.993099217911363,6521,2.2,2.7,6.4,8,5
23-9VIV,15,20,23.1935764308344,1,6377,9,1,2.7,9,5
23-9VIV,16,5,23.9470924406589,0.990146266358737,6495,5,9,2.2,5,3
23-9VIV,17,39,25.2409483504658,0.930149899551847,6471,1,1,9,1,1
23-9VIV,18,32,23.391533731212,1,6376,1,3.8,6.4,3.2,1
23-9VIV,19,4,24.6937529784922,1,6509,8.3,7.5,7.1,7.1,3
23-9VIV,20,40,24.0206700822665,0.985528867671192,6703,2.8,3.7,5.7,2.7,1
23-9VIV,21,28,22.642156544706,0.959993797487983,6449,3.4,7.9,1.6,5.4,1
23-9VIV,22,27,22.717454911994,1,6365,6.8,8.9,1,7.7,1
23-9VIV,23,36,23.8875905536439,0.994895591647332,6465,2,4,7.2,2.4,1
23-9VIV,24,11,24.2071632690477,0.973353989155693,6455,9,9,1.3,9,1
23-9VIV,25,34,24.1282567110199,1,6664,2.6,3.1,7.2,3.8,1
23-9VIV,26,26,24.1176376870101,0.993073453608247,6208,8.7,9,1,8.2,1
23-9VIV,27,23,24.0526415785953,0.988449099029724,6493,2.9,5.2,5,1,1
23-9VIV,28,10,24.2776081650941,0.984302144855455,6434,3.3,4.1,6.8,1.4,1
23-9VIV,29,37,23.9756008941354,0.957326639472858,6374,1,1,8.5,1,1
23-9VIV,30,19,24.2377145284752,0.987635239567233,6470,6.2,7.8,3.8,7,4
23-9VIV,31,31,23.9756008941354,0.981795354676711,6372,1.7,1.9,8.8,1,1
23-9VIV,32,21,23.6432710624948,0.976657746060065,6726,3.3,7.3,1,4.9,1
23-9VIV,33,30,23.4413689238607,0.948214561756067,6469,3.2,4.3,6,4,2
23-9VIV,34,25,23.3476882686128,0.985453988669423,6531,4.3,8.9,1,6.4,4
23-9VIV,35,8,24.1530163736053,0.99240545567266,6452,6.8,8.7,5.2,5.9,4
23-9VIV,36,1,23.1591900866009,0.98990526479267,6439,7.6,6,6.7,7,4
23-9VIV,37,18,24.2283182441412,0.983951386724836,6418,9,9,1.2,8.1,4
23-9VIV,38,9,24.1258973254154,1,6432,7.9,8.4,4.5,7.2,3
24-9VL3,1,25,24.0774789990127,1,6537,4.8,8.2,1,5,1
24-9VL3,2,18,21.5867711570534,0.989870656069815,6417,6.7,7,5.9,5.8,3
24-9VL3,3,6,22.5363161683106,1,6483,8.6,5.1,5.9,8.4,4
24-9VL3,4,26,23.1518149396318,1,6209,5,7.7,1.9,4.2,1
24-9VL3,5,23,21.3014036020875,1,6492,4.3,6.7,4.4,4.1,1
24-9VL3,6,22,24.2318422492781,1,6610,4.2,4.5,5.7,5.6,1
24-9VL3,7,20,23.1788456726441,1,6379,8.5,4.1,5.9,9,5
24-9VL3,8,38,23.3293949734873,0.99515131248955,5981,2.7,3.7,7,1.4,1
24-9VL3,9,24,23.2573019009513,1,5623,2.5,3.9,6.6,6.8,4
24-9VL3,10,4,23.3354943531895,1,6510,8.1,5.9,4.9,7.4,3
24-9VL3,11,8,22.7274758453936,0.991939234227252,6451,7.7,4.6,5.9,9,5
24-9VL3,12,32,22.9319399769087,0.986039215686275,6375,1.4,3.1,8.1,1,1
24-9VL3,13,21,22.9815333306307,1,6731,3.5,5.3,5.3,2.1,1
24-9VL3,14,17,23.1763896360096,0.985922330097087,6180,5.1,8.3,1.5,4.7,1
24-9VL3,15,14,23.5177392284317,0.981923016986131,6417,6.9,5.7,4.1,7.3,4
24-9VL3,16,7,24.2611893180245,1,6371,5,3.6,6.2,4.8,3
24-9VL3,17,12,23.0174216618954,1,6468,8.6,3.8,7.3,8.7,1
24-9VL3,18,31,24.0325163472674,1,6373,1,2.4,6.8,1,1
24-9VL3,19,9,24.2518021289256,1,6430,9,4.3,6.7,9,3
24-9VL3,20,28,23.4765543843752,0.968396591789311,6455,3.6,5.6,3.6,5,2
24-9VL3,21,39,24.0123741901895,0.992274412855377,6472,1.6,4.2,7.6,1,1
24-9VL3,22,19,24.7306093467319,0.996752744703881,6467,6,7.2,3.1,5.1,3
24-9VL3,23,10,23.6528997621659,1,6437,2.6,4.4,6,3.2,1
24-9VL3,24,15,24.0206700822665,0.991804546157415,6467,5,8.5,2,2.1,1
24-9VL3,25,33,24.197755121289,0.99340151765094,6062,4.6,7.1,4.3,3.4,1
24-9VL3,26,3,24.4155568732059,1,6845,6.9,6.4,4.9,6.4,2
24-9VL3,27,37,24.1223578431737,1,6370,1,2.2,8.2,1,1
24-9VL3,28,13,24.2564961775767,0.97619793297839,6386,8.1,2.2,6,7.7,1
24-9VL3,29,2,24.3314777974651,1,6413,9,3.4,8.5,9,5
24-9VL3,30,34,23.8709034467847,1,6669,5,8.3,4,3.3,1
24-9VL3,31,36,24.1718638336513,0.972952086553323,6470,3.3,5.8,5.7,1,1
24-9VL3,32,30,24.0810250775392,1,6468,1,3.2,8.3,1,1
24-9VL3,33,11,24.0183001281309,0.994106699751861,6448,8.3,6,5.6,7.2,2
24-9VL3,34,1,23.3086452843242,0.995030284205622,6439,7.6,4.9,5.4,7.3,4
24-9VL3,35,29,24.0514582350138,0.985731819576557,6518,5,6.6,4,5,3
24-9VL3,36,40,24.2588428612931,1,6702,4.6,6.2,4.6,3.5,1
24-9VL3,37,27,23.6095396894765,0.989634050573268,6367,5,6,3.2,5,1
24-9VL3,38,5,23.9042660115586,1,6490,8.7,8.7,5.3,7.9,4
25-9VNK,1,23,21.7064246104913,0.992147806004619,6495,3.2,6.6,4,5.9,4
25-9VNK,2,11,21.3267759796816,1,6457,8.6,4.8,6,8.8,2
25-9VNK,3,12,20.1915182454186,1,6464,7.4,7.4,2.7,7,3
25-9VNK,4,14,21.7627353392636,1,6425,8.2,3.7,6.4,8.2,5
25-9VNK,5,10,19.497324720965,1,6437,3.9,3.8,7.1,4,1
25-9VNK,6,30,19.6861863097544,1,6468,2.6,2.7,6.4,6.3,5
25-9VNK,7,2,19.9333149488093,1,6412,6,7.7,2.1,6.3,4
25-9VNK,8,20,19.8932939118384,0.992010026633245,6383,5.9,6.8,3.1,5,4
25-9VNK,9,6,21.8514886164492,1,6485,6.6,6.3,4.2,7.1,2
25-9VNK,10,15,21.7862640407181,1,6466,6.6,7.8,2.3,7.2,1
25-9VNK,11,7,19.166051406229,1,6370,7.3,4.4,6.6,7.4,5
25-9VNK,12,40,20.3962857023434,1,6701,6.1,3.6,7,5.9,2
25-9VNK,13,33,20.9687697045858,1,6058,3.9,4.2,5.9,4.1,1
25-9VNK,14,3,19.6601444556571,1,6848,7.9,4.2,6.3,8.1,5
25-9VNK,15,31,21.6762449306832,1,6372,3.8,6.2,5.3,4.2,1
25-9VNK,16,34,21.9917135118009,1,6665,2.8,3.2,7.3,4.5,1
25-9VNK,17,17,19.7121937598891,1,6184,5,8.1,2.9,6,2
25-9VNK,18,37,22.8399083914147,1,6371,2.7,3.1,5.8,4,1
25-9VNK,19,39,23.1641055467192,1,6476,3.5,6.2,5.1,4.8,1
25-9VNK,20,18,20.5020676124157,1,6436,8.4,6.7,3.8,8.7,5
25-9VNK,21,9,21.262619075286,1,6431,8.2,3.9,6.5,8.7,5
25-9VNK,22,26,20.1265708819059,1,6206,4.6,8.3,2.1,6.7,2
25-9VNK,23,28,22.5514666346727,1,6455,4.3,6.7,2.8,6.2,4
25-9VNK,24,24,24.6036842784618,1,5631,4,6,3.2,6.6,5
25-9VNK,25,38,23.3330548053962,1,5984,4.4,5.9,5.9,4.5,1
25-9VNK,26,32,20.7874545259255,1,6378,3.9,6.7,6,4.7,2
25-9VNK,27,25,20.018804897694,1,6537,4.5,7.7,3.4,6.2,2
25-9VNK,28,5,22.5413674551987,1,6495,6.3,5.7,5.3,6.7,5
25-9VNK,29,4,24.0254092891947,1,6509,7.1,5.5,6.7,7.4,5
25-9VNK,30,22,19.4797990322808,1,6610,5.6,7,3.3,6.7,2
25-9VNK,31,21,19.950442245352,1,6724,4.5,7.8,3.5,5.7,2
25-9VNK,32,36,19.4929447213229,1,6470,3.8,4.2,6.1,6,2
25-9VNK,33,29,18.9555029662981,1,6519,5.7,6.9,2.4,6.5,4
25-9VNK,34,1,19.6775095211261,1,6439,7.9,3.6,6.5,8.2,5
25-9VNK,35,27,19.7410507417559,1,6366,5.4,8.2,3.8,6.7,4
25-9VNK,36,8,20.397681083461,1,6454,7.5,3.9,6.8,8,5
25-9VNK,37,13,22.8374159039962,1,6395,7.6,3.1,3.7,7.6,2
25-9VNK,38,19,20.2393888669856,0.992272024729521,6470,8.4,3.2,7,8.1,5
26-9VTJ,1,22,22.4781447821515,1,6613,5.6,7.7,1,4.2,1
26-9VTJ,2,27,25.1098021612296,0.995128084236995,6363,7.7,3.7,6.5,8.1,1
26-9VTJ,3,17,30.1907990929838,0.990453074433657,6180,5,9,1,1,1
26-9VTJ,4,24,23.3281749444612,0.983105104036991,5623,2,1.9,7.4,8,4
26-9VTJ,5,28,24.438860836584,0.956306166718314,6454,4.6,8,2.9,6.4,1
26-9VTJ,6,23,25.1969320375034,0.969351609425535,6493,4.7,9,1.8,3.8,1
26-9VTJ,7,40,24.4190538576812,0.976417910447761,6700,6.3,3.8,6.4,6.8,1
26-9VTJ,8,9,23.96610184428,0.976523631840796,6432,8.2,2.9,7.4,9,5
26-9VTJ,9,12,22.1156114697004,0.986400865399475,6471,6.6,6.8,2.9,7.4,1
26-9VTJ,10,1,22.9592295781422,0.989132122341251,6441,6.8,8,3.6,7.7,5
26-9VTJ,11,38,27.8261551737192,0.971409463300451,5981,2.9,2.5,5.7,2.2,1
26-9VTJ,12,31,25.8735176960558,0.989167974882261,6370,2.9,1.7,7.5,6.9,1
26-9VTJ,13,30,24.060923586909,1,6471,3.3,3.5,3.8,6.8,2
26-9VTJ,14,25,23.6997836226629,0.983004134129536,6531,2.8,2.7,6.8,6.6,1
26-9VTJ,15,20,23.0112380392775,1,6379,6.8,3.8,5.8,8.2,4
26-9VTJ,16,29,23.8004506329215,0.957042037434796,6518,4.5,9,4.1,6.7,3
26-9VTJ,17,39,22.4147437849385,0.993354968320198,6471,5.1,7.7,3.9,2.6,1
26-9VTJ,18,34,22.3842475207686,0.9998499849985,6666,6.1,3.6,6.5,7,1
26-9VTJ,19,10,22.2003902179807,0.975909232203917,6434,4.4,6,5.8,4.8,1
26-9VTJ,20,11,22.6069314770788,0.988381099922541,6455,8.3,3.7,7,8.6,1
26-9VTJ,21,7,23.5007895042633,0.978182388949929,6371,7.9,1.9,6.9,9,5
26-9VTJ,22,4,24.0147447291466,0.979115479115479,6512,7.2,7,5.9,7.4,5
26-9VTJ,23,21,28.3430185682778,0.948691255205235,6724,5,8.7,1.7,5,1
26-9VTJ,24,15,26.0511186058026,0.975085112968121,6462,6.9,7.6,2.8,7,1
26-9VTJ,25,32,22.9033751391545,0.991844416562108,6376,5,7.6,2.9,5,1
26-9VTJ,26,2,26.2676392158325,0.9596132855138,6413,6.4,7.8,4,6.4,2
26-9VTJ,27,19,24.4970237558126,0.955627705627706,6468,7.3,3.3,5.4,7.9,4
26-9VTJ,28,14,24.0467241618974,0.976153366583541,6416,7.8,2.4,6.6,9,5
26-9VTJ,29,6,24.2071632690478,0.972693613082382,6482,9,2.8,3.2,9,1
26-9VTJ,30,13,25.7743217358449,0.96477770820288,6388,5.5,9,1.5,5,1
26-9VTJ,31,37,25.7190475531254,0.942386185243328,6370,4.4,7.8,3.1,4.1,1
26-9VTJ,32,26,23.7753238699504,0.924452319587629,6208,5,8.4,1.7,5,1
26-9VTJ,33,36,23.0236036901454,0.998144138570987,6466,4.3,6.5,4,2.8,1
26-9VTJ,34,8,25.177721685244,0.9531855526275,6451,7.7,2.5,2.8,9,5
26-9VTJ,35,33,26.0423766194472,0.985141158989599,6057,3.9,8.3,4.6,3.7,1
26-9VTJ,36,18,27.6414253919975,0.901386508801994,6419,8.4,3.4,5.4,8.6,5
26-9VTJ,37,5,24.8293896444809,0.976572133168927,6488,5.7,8.8,2.1,6.5,3
26-9VTJ,38,3,29.3242259770297,0.975167981302951,6846,6,3.6,6,7.4,5
27-9VUW,1,20,22.4502704021595,1,6381,8.5,6,4.3,7.7,1
27-9VUW,2,34,23.1714767817656,0.993098274568642,6665,2.1,4.2,6,1.5,1
27-9VUW,3,7,22.639642286018,1,6371,3.4,5.7,4.4,2.9,3
27-9VUW,4,37,23.3110873866186,1,6371,1.6,3,6.5,1,1
