medianA,medianB,deltaMedian_AminusB,pairLabel,deltaMedian_sorted,subjectID,markerGroup,emotionA,emotionB,ksD,nSamplesA,nSamplesB,nVideosA,nVideosB
18.8408950159668,16.6305691313712,2.21032588459565,DISGUST-FEAR,-2.21032588459565,SK0702,R-arm,DISGUST,FEAR,0.142646833705803,3564,11848,1,1
18.8408950159668,15.914742487608,2.92615252835884,DISGUST-JOY,-2.92615252835884,SK0702,R-arm,DISGUST,JOY,0.172807219839183,3564,9855,1,1
18.8408950159668,18.828825643364,0.012069372602884,DISGUST-SAD,-0.012069372602884,SK0702,R-arm,DISGUST,SAD,0.0470395926220182,3564,8353,1,1
16.6305691313712,15.914742487608,0.715826643763185,FEAR-JOY,-0.715826643763185,SK0702,R-arm,FEAR,JOY,0.0380456782015799,11848,9855,1,1
16.6305691313712,18.828825643364,-2.19825651199277,FEAR-SAD,2.19825651199277,SK0702,R-arm,FEAR,SAD,0.169323199410094,11848,8353,1,1
15.914742487608,18.828825643364,-2.91408315575595,JOY-SAD,2.91408315575595,SK0702,R-arm,JOY,SAD,0.197785913220447,9855,8353,1,1
7.65628612806719,5.47780475247519,2.178481375592,DISGUST-NEUTRAL,2.178481375592,SK0702,L-leg,NEUTRAL,DISGUST,0.0922968067271857,21358,20825,1,1
7.65628612806719,4.95443556254967,2.70185056551752,FEAR-NEUTRAL,2.70185056551752,SK0702,L-leg,NEUTRAL,FEAR,0.12081587585794,21358,26082,1,1
7.65628612806719,5.39324237909985,2.26304374896735,JOY-NEUTRAL,2.26304374896735,SK0702,L-leg,NEUTRAL,JOY,0.103121909532674,21358,23544,1,1
7.65628612806719,5.49876512243805,2.15752100562914,NEUTRAL-SAD,-2.15752100562914,SK0702,L-leg,NEUTRAL,SAD,0.0969707431645201,21358,22693,1,1
5.47780475247519,4.95443556254967,0.523369189925519,DISGUST-FEAR,-0.523369189925519,SK0702,L-leg,DISGUST,FEAR,0.0919956774980523,20825,26082,1,1
5.47780475247519,5.39324237909985,0.0845623733753449,DISGUST-JOY,-0.0845623733753449,SK0702,L-leg,DISGUST,JOY,0.0753513474706906,20825,23544,1,1
5.47780475247519,5.49876512243805,-0.0209603699628627,DISGUST-SAD,0.0209603699628627,SK0702,L-leg,DISGUST,SAD,0.0730456282455696,20825,22693,1,1
